1,3,0,3.887896E+08,6.311520E+05,1.000000E+02,0.000000E+00,2,3,0
1,4,0,9.906520E-23,1.938230E-23,1.000000E+02,0.000000E+00,1,3,0
1,5,0,7.994730E-23,2.945420E-23,1.000000E+02,0.000000E+00,1,4,0
1,6,0,2.848120E-22,7.120310E-23,1.000000E+02,0.000000E+00,1,5,0
2,6,0,8.067000E-01,1.000000E-04,1.000000E+02,0.000000E+00,3,6,0
2,7,0,3.038000E-21,4.050660E-22,1.000000E+02,0.000000E+00,2,6,0
2,8,0,1.191000E-01,1.200000E-03,8.400000E+01,1.000000E+00,3,8,0
2,8,0,1.191000E-01,1.200000E-03,1.600000E+01,1.000000E+00,3,7,0
2,9,0,7.000000E-21,4.000000E-21,1.000000E+02,0.000000E+00,2,8,0
2,10,0,1.519000E-21,1.012660E-21,1.000000E+02,0.000000E+00,2,9,0
3,4,0,7.557210E-23,0.000000E+00,1.000000E+02,0.000000E+00,2,3,0
3,5,0,3.068680E-22,0.000000E+00,1.000000E+02,0.000000E+00,1,1,0
3,8,0,8.380000E-01,6.000000E-03,1.000000E+02,0.000000E+00,2,4,0
3,10,0,2.000000E-21,0.000000E+00,1.000000E+02,0.000000E+00,3,9,0
3,11,0,8.590000E-03,1.400000E-04,1.000000E+02,0.000000E+00,4,11,0
3,12,0,1.000000E-08,0.000000E+00,1.000000E+02,0.000000E+00,3,11,0
4,5,0,1.000000E-09,0.000000E+00,1.000000E+02,0.000000E+00,3,4,0
4,7,0,4.598208E+06,5.184000E+03,1.000000E+02,0.000000E+00,3,7,0
4,8,0,8.181320E-17,3.672050E-18,1.000000E+02,0.000000E+00,2,4,0
4,10,0,4.765200E+13,1.893460E+12,1.000000E+02,0.000000E+00,5,10,0
4,11,0,1.381000E+01,8.000000E-02,9.690000E+01,0.000000E+00,5,11,0
4,11,0,1.381000E+01,8.000000E-02,3.100000E+00,0.000000E+00,3,7,0
4,12,0,2.130000E-02,1.000000E-04,1.000000E+02,0.000000E+00,5,12,0
4,13,0,2.700000E-21,1.800000E-21,1.000000E+02,0.000000E+00,4,12,0
4,15,0,2.000000E-07,0.000000E+00,1.000000E+02,0.000000E+00,4,14,0
5,7,0,3.255000E-22,4.650000E-23,1.000000E+02,0.000000E+00,4,6,0
5,8,0,7.700000E-01,3.000000E-03,1.000000E+02,0.000000E+00,2,4,0
5,9,0,8.438880E-19,3.281790E-19,1.000000E+02,0.000000E+00,4,8,0
5,12,0,2.020000E-02,2.000000E-05,1.000000E+02,0.000000E+00,6,12,0
5,13,0,1.736000E-02,1.600000E-04,1.000000E+02,0.000000E+00,6,13,0
5,14,0,1.250000E-02,5.000000E-04,1.000000E+02,0.000000E+00,6,14,0
5,16,0,1.900000E-10,0.000000E+00,1.000000E+02,0.000000E+00,5,15,0
5,18,0,2.600000E-08,0.000000E+00,1.000000E+02,0.000000E+00,5,17,0
6,10,0,1.929000E+01,1.200000E-02,1.000000E+02,0.000000E+00,5,10,0
6,11,0,1.223100E+03,1.200000E+00,1.000000E+02,0.000000E+00,5,11,0
6,14,0,1.798780E+11,9.467280E+08,1.000000E+02,0.000000E+00,7,14,0
6,15,0,2.449000E+00,5.000000E-03,1.000000E+02,0.000000E+00,7,15,0
6,16,0,7.470000E-01,8.000000E-03,1.000000E+00,0.000000E+00,7,16,0
6,16,0,7.470000E-01,8.000000E-03,9.900000E+01,0.000000E+00,7,15,0
6,17,0,1.930000E-01,1.300000E-02,6.800000E+01,0.000000E+00,7,17,0
6,17,0,1.930000E-01,1.300000E-02,3.200000E+01,0.000000E+00,7,16,0
6,18,0,9.200000E-02,2.000000E-03,6.850000E+01,0.000000E+00,7,18,0
6,18,0,9.200000E-02,2.000000E-03,3.150000E+01,0.000000E+00,7,17,0
6,19,0,4.900000E-02,4.000000E-03,3.900000E+01,0.000000E+00,7,19,0
6,19,0,4.900000E-02,4.000000E-03,6.100000E+01,0.000000E+00,7,18,0
6,20,0,1.450000E-02,5.500000E-03,2.800000E+01,0.000000E+00,7,20,0
6,20,0,1.450000E-02,5.500000E-03,7.200000E+01,0.000000E+00,7,19,0
6,21,0,3.000000E-08,0.000000E+00,1.000000E+02,0.000000E+00,6,20,0
7,10,0,2.000000E-22,0.000000E+00,1.000000E+02,0.000000E+00,6,9,0
7,11,0,3.127420E-22,0.000000E+00,1.000000E+02,0.000000E+00,6,10,0
7,12,0,1.100000E-02,1.600000E-05,1.000000E+02,0.000000E+00,6,12,0
7,13,0,5.979000E+02,2.400000E-01,1.000000E+02,0.000000E+00,6,13,0
7,16,0,7.130000E+00,2.000000E-02,9.999880E+01,5.000000E-04,8,16,0
7,16,0,7.130000E+00,2.000000E-02,1.200000E-03,5.000000E-04,6,12,0
7,17,0,4.171000E+00,3.000000E-03,4.900000E+00,7.000000E-01,8,17,0
7,17,0,4.171000E+00,3.000000E-03,9.510000E+01,7.000000E-01,8,16,0
7,18,0,6.240000E-01,1.200000E-02,7.350000E+01,0.000000E+00,8,18,0
7,18,0,6.240000E-01,1.200000E-02,1.220000E+01,0.000000E+00,6,14,0
7,18,0,6.240000E-01,1.200000E-02,1.430000E+01,0.000000E+00,8,17,0
7,19,0,2.710000E-01,8.000000E-03,4.540000E+01,0.000000E+00,8,19,0
7,19,0,2.710000E-01,8.000000E-03,5.460000E+01,0.000000E+00,8,18,0
7,20,0,1.300000E-01,7.000000E-03,4.300000E+01,0.000000E+00,8,20,0
7,20,0,1.300000E-01,7.000000E-03,5.700000E+01,0.000000E+00,8,19,0
7,21,0,8.500000E-02,7.000000E-03,1.900000E+01,0.000000E+00,8,21,0
7,21,0,8.500000E-02,7.000000E-03,8.100000E+01,0.000000E+00,8,20,0
7,23,0,1.450000E-02,1.400000E-03,1.000000E+02,0.000000E+00,8,23,0
7,24,0,5.200000E-08,0.000000E+00,1.000000E+02,0.000000E+00,7,23,0
7,25,0,2.600000E-07,0.000000E+00,1.000000E+02,0.000000E+00,7,24,0
8,12,0,1.139250E-21,7.120310E-22,1.000000E+02,0.000000E+00,7,11,0
8,14,0,7.060600E+01,1.800000E-02,1.000000E+02,0.000000E+00,7,14,0
8,15,0,1.222400E+02,1.600000E-01,1.000000E+02,0.000000E+00,7,15,0
8,19,0,2.688000E+01,5.000000E-02,1.000000E+02,0.000000E+00,9,19,0
8,20,0,1.351000E+01,5.000000E-02,1.000000E+02,0.000000E+00,9,20,0
8,21,0,3.420000E+00,1.000000E-01,1.000000E+02,0.000000E+00,9,21,0
8,22,0,2.250000E+00,9.000000E-02,7.800000E+01,0.000000E+00,9,22,0
8,22,0,2.250000E+00,9.000000E-02,2.200000E+01,0.000000E+00,9,21,0
8,23,0,9.050000E-02,3.650000E-02,6.900000E+01,0.000000E+00,9,23,0
8,23,0,9.050000E-02,3.650000E-02,3.100000E+01,0.000000E+00,9,22,0
8,24,0,6.500000E-02,5.000000E-03,4.200000E+01,0.000000E+00,9,24,0
8,24,0,6.500000E-02,5.000000E-03,5.800000E+01,0.000000E+00,9,23,0
8,25,0,5.000000E-08,0.000000E+00,1.000000E+02,0.000000E+00,8,24,0
8,26,0,4.000000E-08,0.000000E+00,1.000000E+02,0.000000E+00,8,25,0
8,27,0,2.600000E-07,0.000000E+00,1.000000E+02,0.000000E+00,8,26,0
8,28,0,1.000000E-07,0.000000E+00,1.000000E+02,0.000000E+00,8,27,0
9,14,0,5.000700E-22,5.495350E-23,1.000000E+02,0.000000E+00,8,13,0
9,15,0,4.557000E-22,9.114000E-23,1.000000E+02,0.000000E+00,8,14,0
9,16,0,1.139250E-20,5.696250E-21,1.000000E+02,0.000000E+00,8,15,0
9,17,0,6.449000E+01,1.600000E-01,1.000000E+02,0.000000E+00,8,17,0
9,18,0,6.586200E+03,3.000000E+00,1.000000E+02,0.000000E+00,8,18,0
9,20,0,1.116300E+01,8.000000E-03,1.000000E+02,0.000000E+00,10,20,0
9,21,0,4.158000E+00,2.000000E-02,1.000000E+02,0.000000E+00,10,21,0
9,22,0,4.230000E+00,4.000000E-02,1.000000E+02,0.000000E+00,10,22,0
9,23,0,2.230000E+00,1.400000E-01,1.000000E+02,0.000000E+00,10,23,0
9,24,0,3.900000E-01,7.000000E-02,9.410000E+01,0.000000E+00,10,24,0
9,24,0,3.900000E-01,7.000000E-02,5.900000E+00,0.000000E+00,10,23,0
9,25,0,5.000000E-02,6.000000E-03,8.600000E+01,0.000000E+00,10,25,0
9,25,0,5.000000E-02,6.000000E-03,1.400000E+01,0.000000E+00,10,24,0
9,26,0,9.600000E-03,8.000000E-04,8.900000E+01,0.000000E+00,10,26,0
9,26,0,9.600000E-03,8.000000E-04,1.100000E+01,0.000000E+00,10,25,0
9,27,0,5.000000E-03,2.000000E-04,2.300000E+01,0.000000E+00,10,27,0
9,27,0,5.000000E-03,2.000000E-04,7.700000E+01,0.000000E+00,10,26,0
9,28,0,4.000000E-08,0.000000E+00,1.000000E+02,0.000000E+00,10,28,0
9,29,0,2.500000E-03,4.000000E-04,1.000000E+02,0.000000E+00,10,28,0
9,30,0,2.600000E-07,0.000000E+00,1.000000E+02,0.000000E+00,9,29,0
9,31,0,2.500000E-07,0.000000E+00,5.000000E+01,0.000000E+00,10,31,0
9,31,0,2.500000E-07,0.000000E+00,5.000000E+01,0.000000E+00,10,30,0
10,18,0,1.672000E+00,8.000000E-03,1.000000E+02,0.000000E+00,9,18,0
10,19,0,1.722000E+01,2.000000E-02,1.000000E+02,0.000000E+00,9,19,0
10,23,0,3.724000E+01,1.200000E-01,1.000000E+02,0.000000E+00,11,23,0
10,24,0,2.028000E+02,1.200000E+00,1.000000E+02,0.000000E+00,11,24,1
10,25,0,6.020000E-01,8.000000E-03,1.000000E+02,0.000000E+00,11,25,0
10,26,0,1.970000E-01,1.000000E-03,9.987000E+01,0.000000E+00,11,26,0
10,26,0,1.970000E-01,1.000000E-03,1.300000E-01,0.000000E+00,11,25,0
10,27,0,3.200000E-02,2.000000E-03,9.800000E+01,0.000000E+00,11,27,0
10,27,0,3.200000E-02,2.000000E-03,2.000000E+00,0.000000E+00,11,26,0
10,31,0,3.400000E-03,8.000000E-04,1.000000E+02,0.000000E+00,11,31,0
10,32,0,3.500000E-03,9.000000E-04,1.000000E+02,0.000000E+00,11,32,0
10,33,0,1.800000E-07,0.000000E+00,1.000000E+02,0.000000E+00,10,32,0
