Z	A	FPS	Yield	Uncertainty	Z	A	FPS	Yield	Uncertainty
23	66	0	1.85674E-17	1.18831E-17	23	67	0	4.41524E-18	2.82575E-18
24	66	0	1.51978E-13	9.72657E-14	24	67	0	3.06948E-14	1.96447E-14
24	69	0	2.10958E-16	1.35013E-16	24	71	0	3.71648E-18	2.37854E-18
25	66	0	1.82995E-11	1.17117E-11	25	67	0	1.00997E-11	6.46384E-12
25	68	0	3.8799E-12	2.48314E-12	25	69	0	9.81765E-13	6.28329E-13
25	70	0	1.47996E-13	9.47176E-14	25	71	0	1.72959E-14	1.10693E-14
25	72	0	6.46194E-16	4.13564E-16	25	73	0	9.99541E-17	6.39706E-17
26	66	0	2.29994E-10	1.47196E-10	26	67	0	3.24992E-10	2.07995E-10
26	68	0	3.18992E-10	2.04155E-10	26	69	0	2.12995E-10	1.36317E-10
26	70	0	8.86978E-11	5.67666E-11	26	71	0	2.80993E-11	1.79836E-11
26	72	0	5.28922E-12	3.3851E-12	26	73	0	6.94883E-13	4.44725E-13
26	74	0	5.91985E-14	3.78871E-14	26	75	0	3.69499E-15	2.3648E-15
27	66	0	2.43994E-10	1.56156E-10	27	67	0	8.22979E-10	5.26707E-10
27	68	0	1.91995E-9	1.22877E-9	27	69	0	3.11992E-9	1.99675E-9
27	70	0	3.35992E-9	2.15035E-9	27	71	0	2.76993E-9	1.77276E-9
27	72	0	1.41996E-9	9.08777E-10	27	73	0	5.04987E-10	3.23192E-10
27	74	0	1.17997E-10	7.55181E-11	27	75	0	1.71959E-11	1.10054E-11
27	76	0	1.78996E-12	1.14557E-12	27	77	0	5.86781E-14	3.7554E-14
27	78	0	1.02609E-14	6.56699E-15	28	66	0	3.34992E-11	2.14395E-11
28	67	0	2.75993E-10	1.76636E-10	28	68	0	1.49996E-9	9.59976E-10
28	69	0	5.64986E-9	3.61591E-9	28	70	0	1.45996E-8	9.34377E-9
28	71	0	2.87993E-8	1.84315E-8	28	72	0	3.74991E-8	2.39994E-8
28	73	0	3.39992E-8	2.17595E-8	28	74	0	2.07995E-8	1.33117E-8
28	75	0	8.32979E-9	5.33107E-9	28	76	0	2.35994E-9	1.51036E-9
28	77	0	4.07931E-10	2.61076E-10	28	78	0	8.39876E-11	5.37521E-11
28	79	0	2.03225E-12	1.30064E-12	28	80	0	2.09995E-13	1.34397E-13
28	81	0	1.96565E-14	1.25802E-14	29	66	0	3.29992E-13	2.11195E-13
29	67	0	7.17982E-12	4.59509E-12	29	68	0	2.93993E-11	1.88155E-11
29	68	1	6.85983E-11	4.39029E-11	29	69	0	8.97978E-10	5.74706E-10
29	70	0	1.39997E-9	8.95978E-10	29	70	1	4.1999E-9	2.68793E-9
29	71	0	2.56994E-8	1.64476E-8	29	72	0	7.9198E-8	5.06867E-8
29	73	0	1.69996E-7	1.08797E-7	29	74	0	2.51994E-7	1.61276E-7
29	75	0	2.58994E-7	1.65756E-7	29	76	0	1.89995E-7	1.21597E-7
29	77	0	8.89978E-8	5.69586E-8	29	78	0	4.93988E-8	3.16152E-8
29	79	0	9.45773E-9	6.05295E-9	29	80	0	9.55976E-10	6.11825E-10
29	81	0	9.14781E-11	5.8546E-11	29	82	0	5.63986E-12	3.60951E-12
29	83	0	3.85434E-13	2.46678E-13	30	67	0	1.78996E-14	1.14557E-14
30	68	0	6.54984E-13	4.1919E-13	30	69	0	2.98993E-12	1.91355E-12
30	69	1	1.27997E-11	8.1918E-12	30	70	0	2.56994E-10	1.64476E-10
30	71	0	5.54986E-10	3.55191E-10	30	71	1	2.36994E-9	1.51676E-9
30	72	0	2.21994E-8	1.42076E-8	30	73	0	1.10997E-7	7.10382E-8
30	74	0	3.8199E-7	2.44474E-7	30	75	0	9.37977E-7	6.00305E-7
30	76	0	1.63996E-6	1.04957E-6	30	77	0	1.92995E-6	1.23517E-6
30	78	0	2.71993E-6	1.74076E-6	30	79	0	1.35997E-6	8.70378E-7
30	80	0	3.75991E-7	2.40634E-7	30	81	0	9.75976E-8	6.24624E-8
30	82	0	1.69996E-8	1.08797E-8	30	83	0	2.67955E-9	1.71491E-9
30	84	0	1.27997E-10	8.1918E-11	30	85	0	6.12252E-12	3.91841E-12
30	86	0	1.04997E-13	6.71983E-14	31	69	0	1.70996E-14	1.09437E-14
31	70	0	7.76981E-13	4.97268E-13	31	71	0	2.34994E-11	1.50396E-11
31	72	1	2.36994E-10	1.51676E-10	31	72	0	2.36994E-10	1.51676E-10
31	73	0	5.99985E-9	3.8399E-9	31	74	1	2.52494E-8	1.61596E-8
31	74	0	2.52494E-8	1.61596E-8	31	75	0	3.00992E-7	1.92635E-7
31	76	0	1.21997E-6	7.80781E-7	31	77	0	3.41991E-6	2.18875E-6
31	78	0	1.13297E-5	7.25102E-6	31	79	0	1.36597E-5	8.74218E-6
31	80	0	9.62976E-6	6.16305E-6	31	81	0	6.40984E-6	4.1023E-6
31	82	0	3.00992E-6	1.92635E-6	31	83	0	1.34997E-6	8.63978E-7
31	84	0	1.84995E-7	1.18397E-7	31	85	0	2.84932E-8	1.82356E-8
31	86	0	1.32997E-9	8.51179E-10	31	87	0	2.90514E-11	1.85929E-11
31	88	0	1.94225E-12	1.24304E-12	32	72	0	9.58976E-13	6.13745E-13
32	73	0	2.64993E-11	1.69596E-11	32	73	1	6.20984E-12	3.9743E-12
32	74	0	7.23982E-10	4.63348E-10	32	75	0	1.47996E-9	9.47176E-10
32	75	1	9.89975E-9	6.33584E-9	32	76	0	1.14997E-7	7.35982E-8
32	77	0	6.93983E-7	4.44149E-7	32	77	1	1.03997E-7	6.65583E-8
32	78	0	6.20984E-6	3.9743E-6	32	79	1	8.67478E-6	5.55186E-6
32	79	0	8.67478E-6	5.55186E-6	32	80	0	2.90993E-5	1.86235E-5
32	81	0	4.59689E-5	2.94201E-5	32	82	0	5.39287E-5	3.45143E-5
32	83	0	6.39284E-5	4.09142E-5	32	84	0	2.39794E-5	1.53468E-5
32	85	0	1.06497E-5	6.81583E-6	32	86	0	1.41996E-6	9.08777E-7
32	87	0	2.01966E-7	1.29258E-7	32	88	0	1.58977E-8	1.01745E-8
32	89	0	2.34159E-10	1.49862E-10	32	90	0	1.81813E-11	1.1636E-11
32	91	0	2.55589E-12	1.63577E-12	33	73	0	1.04997E-14	6.71983E-15
33	74	0	1.90995E-13	1.22237E-13	33	74	1	4.45989E-13	2.85433E-13
33	75	0	2.78993E-11	1.78556E-11	33	76	0	7.55981E-10	4.83828E-10
33	77	0	1.39997E-8	8.95978E-9	33	78	0	2.76993E-7	1.77276E-7
33	79	0	1.89995E-6	1.21597E-6	33	80	0	7.79981E-6	4.99188E-6
33	81	0	2.87693E-5	1.84123E-5	33	82	0	3.9969E-5	2.55802E-5
33	82	1	3.9969E-5	2.55802E-5	33	83	0	2.32014E-4	1.48489E-4
33	84	1	1.09482E-4	7.00687E-5	33	84	0	1.09482E-4	7.00687E-5
33	85	0	2.59524E-4	1.66095E-4	33	86	0	9.34977E-5	5.98385E-5
33	87	0	3.77891E-5	2.4185E-5	33	88	0	8.63978E-6	5.52946E-6
33	89	0	1.08974E-6	6.97433E-7	33	90	0	7.1865E-8	4.59936E-8
33	91	0	1.18947E-8	7.6126E-9	33	92	0	7.43917E-11	4.76107E-11
33	93	0	1.10659E-11	7.08215E-12	34	76	0	4.41989E-13	2.82873E-13
34	77	0	2.97993E-12	1.90715E-12	34	77	1	1.99995E-11	1.27997E-11
34	78	0	1.19997E-9	7.67981E-10	34	79	0	1.93995E-8	1.24157E-8
34	79	1	2.89993E-9	1.85595E-9	34	80	0	2.41994E-7	1.54876E-7
34	81	0	2.91993E-7	1.86875E-7	34	81	1	1.94995E-6	1.24797E-6
34	82	0	1.55096E-5	9.92615E-6	34	83	0	9.01178E-5	5.76754E-5
34	83	1	2.11395E-5	1.35293E-5	34	84	0	2.54744E-4	1.63036E-4
34	85	0	3.75001E-4	2.4E-4	34	85	1	3.75001E-4	2.4E-4
34	86	0	6.70193E-4	4.28924E-4	34	87	0	7.10712E-4	4.54856E-4
34	88	0	4.42059E-4	2.82918E-4	34	89	0	1.53156E-4	9.802E-5
34	90	0	4.14571E-5	2.65325E-5	34	91	0	5.82796E-6	3.72989E-6
34	92	0	6.0891E-7	3.89703E-7	34	93	0	7.69301E-8	4.92352E-8
34	94	0	2.34994E-9	1.50396E-9	34	95	0	4.81505E-11	3.08164E-11
34	96	0	1.54996E-12	9.91975E-13	35	78	0	3.08992E-13	1.97755E-13
35	79	0	3.65991E-12	2.34234E-12	35	79	1	1.21997E-11	7.80781E-12
35	80	0	1.20997E-10	7.74381E-11	35	80	1	3.61991E-10	2.31674E-10
35	81	0	1.19997E-8	7.67981E-9	35	82	0	1.55996E-7	9.98375E-8
35	82	1	6.67983E-8	4.27509E-8	35	83	0	4.28989E-6	2.74553E-6
