Z	A	FPS	Yield	Uncertainty	Z	A	FPS	Yield	Uncertainty
23	66	0	3.30602E-16	2.11585E-16	23	67	0	2.12419E-17	1.35948E-17
24	66	0	8.55967E-12	5.47819E-12	24	67	0	5.49979E-13	3.51986E-13
24	68	0	2.41E-14	1.5424E-14	24	69	0	7.14501E-16	4.57281E-16
25	66	0	6.39E-9	4.0896E-9	25	67	0	1.34E-9	8.576E-10
25	68	0	1.94E-10	1.2416E-10	25	69	0	1.84993E-11	1.18395E-11
25	70	0	9.4E-13	6.016E-13	25	71	0	3.4E-14	2.176E-14
25	72	0	1.22045E-15	7.81085E-16	26	66	0	2.41E-7	1.5424E-7
26	67	0	1.53E-7	9.792E-8	26	68	0	6.96E-8	4.4544E-8
26	69	0	2.13E-8	1.3632E-8	26	70	0	3.66E-9	2.3424E-9
26	71	0	4.41E-10	2.8224E-10	26	72	0	3.15988E-11	2.02232E-11
26	73	0	1.6E-12	1.024E-12	26	74	0	4.76E-14	3.0464E-14
26	75	0	2.13964E-15	1.36937E-15	27	66	0	6.13E-7	3.9232E-7
27	67	0	1.04E-6	6.656E-7	27	68	0	1.33E-6	8.512E-7
27	69	0	1.2E-6	7.68E-7	27	70	0	6.54E-7	4.1856E-7
27	71	0	2.49E-7	1.5936E-7	27	72	0	5.8E-8	3.712E-8
27	73	0	9.67E-9	6.1888E-9	27	74	0	9.63E-10	6.1632E-10
27	75	0	5.53979E-11	3.54546E-11	27	76	0	1.76E-12	1.1264E-12
27	77	0	4.67322E-14	2.99086E-14	28	66	0	1.24E-7	7.936E-8
28	67	0	5.56E-7	3.5584E-7	28	68	0	1.85E-6	1.184E-6
28	69	0	4.38E-6	2.8032E-6	28	70	0	6.66E-6	4.2624E-6
28	71	0	7.27E-6	4.6528E-6	28	72	0	5.07E-6	3.2448E-6
28	73	0	2.63E-6	1.6832E-6	28	74	0	8.39E-7	5.3696E-7
28	75	0	1.63E-7	1.0432E-7	28	76	0	1.82E-8	1.1648E-8
28	77	0	1.20995E-9	7.7437E-10	28	78	0	4.8E-11	3.072E-11
28	79	0	9.57818E-13	6.13003E-13	28	80	0	1.96E-14	1.2544E-14
29	66	0	1.55E-9	9.92E-10	29	67	0	2.08E-8	1.3312E-8
29	68	0	5.32E-8	3.4048E-8	29	68	1	1.44E-7	9.216E-8
29	69	0	1.27E-6	8.128E-7	29	70	0	1.14E-6	7.296E-7
29	70	1	4.05E-6	2.592E-6	29	71	0	1.473E-5	9.4272E-6
29	72	0	2.726E-5	1.74464E-5	29	73	0	3.926E-5	2.51264E-5
29	74	0	3.649E-5	2.33536E-5	29	75	0	2.219E-5	1.42016E-5
29	76	0	8.33E-6	5.3312E-6	29	77	0	1.84E-6	1.1776E-6
29	78	0	2.65E-7	1.696E-7	29	79	0	2.4799E-8	1.58714E-8
29	80	0	1.33E-9	8.512E-10	29	81	0	3.28E-11	2.0992E-11
29	82	0	5.75E-13	3.68E-13	30	66	0	9.3E-13	5.952E-13
30	67	0	4.05E-11	2.592E-11	30	68	0	1.21E-9	7.744E-10
