Z	A	FPS	Yield	Uncertainty	Z	A	FPS	Yield	Uncertainty
23	66	0	1.12871E-17	7.22376E-18	23	67	0	1.15379E-18	7.38428E-19
24	66	0	1.95989E-13	1.25433E-13	24	67	0	1.69989E-14	1.08793E-14
24	69	0	6.12332E-17	3.91892E-17	25	66	0	7.74001E-11	4.95361E-11
25	67	0	2.14E-11	1.3696E-11	25	68	0	3.61001E-12	2.3104E-12
25	69	0	5.5694E-13	3.56441E-13	25	70	0	5.23001E-14	3.34721E-14
25	72	0	1.20934E-16	7.73975E-17	26	66	0	2.82E-9	1.8048E-9
26	67	0	2.0E-9	1.28E-9	26	68	0	1.04E-9	6.65601E-10
26	69	0	4.32001E-10	2.7648E-10	26	70	0	1.31E-10	8.38401E-11
26	71	0	2.16E-11	1.3824E-11	26	72	0	2.09988E-12	1.34392E-12
26	73	0	1.32E-13	8.44801E-14	26	75	0	4.73815E-16	3.03242E-16
27	66	0	5.88001E-9	3.76321E-9	27	67	0	1.13E-8	7.23201E-9
27	68	0	1.41E-8	9.02402E-9	27	69	0	1.72E-8	1.1008E-8
27	70	0	1.35E-8	8.64001E-9	27	71	0	6.97001E-9	4.46081E-9
27	72	0	1.83E-9	1.1712E-9	27	73	0	3.73001E-10	2.3872E-10
27	74	0	5.09001E-11	3.25761E-11	27	75	0	4.30953E-12	2.7581E-12
27	76	0	3.30001E-13	2.112E-13	27	77	0	1.66282E-14	1.0642E-14
27	78	0	1.11144E-15	7.1132E-16	28	66	0	1.64E-9	1.0496E-9
28	67	0	7.24001E-9	4.63361E-9	28	68	0	2.4E-8	1.536E-8
28	69	0	6.66001E-8	4.26241E-8	28	70	0	1.43E-7	9.15202E-8
28	71	0	1.8E-7	1.152E-7	28	72	0	1.41E-7	9.02402E-8
28	73	0	7.50001E-8	4.80001E-8	28	74	0	3.22001E-8	2.0608E-8
28	75	0	7.24001E-9	4.63361E-9	28	76	0	1.8E-9	1.152E-9
28	77	0	2.44984E-10	1.5679E-10	28	78	0	1.92989E-11	1.23513E-11
28	79	0	6.02437E-13	3.8556E-13	28	80	0	2.63E-14	1.6832E-14
29	66	0	2.48E-11	1.5872E-11	29	67	0	3.22001E-10	2.0608E-10
29	68	0	7.76001E-10	4.96641E-10	29	68	1	1.81E-9	1.1584E-9
29	69	0	1.97E-8	1.2608E-8	29	70	0	2.41E-8	1.5424E-8
29	70	1	7.22001E-8	4.62081E-8	29	71	0	3.22001E-7	2.0608E-7
29	72	0	5.77001E-7	3.69281E-7	29	73	0	8.57001E-7	5.48481E-7
29	74	0	9.10002E-7	5.82401E-7	29	75	0	5.99001E-7	3.83361E-7
29	76	0	3.92001E-7	2.5088E-7	29	77	0	1.69E-7	1.0816E-7
29	78	0	3.65001E-8	2.336E-8	29	79	0	5.47941E-9	3.50682E-9
