Z	A	FPS	Yield	Uncertainty	Z	A	FPS	Yield	Uncertainty
25	66	0	8.01E-13	5.1264E-13	25	67	0	2.3E-13	1.472E-13
25	68	0	4.5E-14	2.88E-14	26	66	0	2.22E-11	1.4208E-11
26	67	0	1.69E-11	1.0816E-11	26	68	0	8.96E-12	5.7344E-12
26	69	0	3.28E-12	2.0992E-12	26	70	0	8.15E-13	5.216E-13
26	71	0	1.16E-13	7.424E-14	26	75	0	5.18319E-18	3.31724E-18
27	66	0	5.61E-11	3.5904E-11	27	67	0	1.03E-10	6.592E-11
27	68	0	1.37E-10	8.768E-11	27	69	0	1.3E-10	8.32E-11
27	70	0	8.39E-11	5.3696E-11	27	71	0	3.27E-11	2.0928E-11
27	72	0	3.25E-12	2.08E-12	27	73	0	2.37E-12	1.5168E-12
27	74	0	3.65E-13	2.336E-13	27	75	0	3.20948E-14	2.05407E-14
27	77	0	1.07341E-16	6.86981E-17	27	78	0	7.12469E-18	4.5598E-18
28	66	0	1.44E-11	9.216E-12	28	67	0	6.36E-11	4.0704E-11
28	68	0	2.0E-10	1.28E-10	28	69	0	4.52E-10	2.8928E-10
28	70	0	6.99E-10	4.4736E-10	28	71	0	6.89E-10	4.4096E-10
28	72	0	1.8E-10	1.152E-10	28	73	0	3.53E-10	2.2592E-10
28	74	0	1.46E-10	9.344E-11	28	75	0	3.6E-11	2.304E-11
28	76	0	6.9E-12	4.416E-12	28	77	0	9.92892E-13	6.35451E-13
28	78	0	7.75929E-14	4.96594E-14	28	79	0	3.35858E-15	2.14949E-15
29	66	0	3.23E-13	2.0672E-13	29	67	0	3.7E-12	2.368E-12
29	68	0	8.77E-12	5.6128E-12	29	68	1	2.05E-11	1.312E-11
29	69	0	1.61E-10	1.0304E-10	29	70	0	1.45E-10	9.28E-11
29	70	1	4.34E-10	2.7776E-10	29	71	0	1.35E-9	8.64E-10
29	72	0	8.47E-10	5.4208E-10	29	73	0	4.12E-9	2.6368E-9
29	74	0	4.26E-9	2.7264E-9	29	75	0	2.78E-9	1.7792E-9
29	76	0	1.45E-9	9.28E-10	29	77	0	5.64E-10	3.6096E-10
29	78	0	1.24E-10	7.936E-11	29	79	0	2.07966E-11	1.33098E-11
29	80	0	2.25E-12	1.44E-12	29	81	0	2.36E-13	1.5104E-13
29	82	0	1.09E-14	6.976E-15	29	83	0	7.78301E-16	4.98113E-16
30	67	0	1.64E-14	1.0496E-14	30	68	0	3.52E-13	2.2528E-13
30	69	0	9.76E-13	6.2464E-13	30	69	1	4.16E-12	2.6624E-12
30	70	0	4.63E-11	2.9632E-11	30	71	0	5.1E-11	3.264E-11
30	71	1	2.18E-10	1.3952E-10	30	72	0	4.06E-10	2.5984E-10
30	73	0	4.68E-9	2.9952E-9	30	74	0	1.13E-8	7.232E-9
30	75	0	1.78E-8	1.1392E-8	30	76	0	2.33E-8	1.4912E-8
30	77	0	2.29E-8	1.4656E-8	30	78	0	1.35E-8	8.64E-9
30	79	0	6.18E-9	3.9552E-9	30	80	0	1.87E-9	1.1968E-9
30	81	0	5.4E-10	3.456E-10	30	82	0	7.13E-11	4.5632E-11
30	83	0	7.19922E-12	4.6075E-12	30	84	0	3.89E-13	2.4896E-13
30	85	0	3.66537E-14	2.34584E-14	31	69	0	1.19E-14	7.616E-15
31	70	0	2.9E-13	1.856E-13	31	71	0	4.54E-12	2.9056E-12
31	72	1	9.0E-12	5.76E-12	31	72	0	9.0E-12	5.76E-12
31	73	0	5.26E-10	3.3664E-10	31	74	1	1.515E-9	9.696E-10
31	74	0	1.515E-9	9.696E-10	31	75	0	1.15E-8	7.36E-9
31	76	0	3.55E-8	2.272E-8	31	77	0	8.16E-8	5.2224E-8
31	78	0	1.18E-7	7.552E-8	31	79	0	1.37E-7	8.768E-8
31	80	0	1.09E-7	6.976E-8	31	81	0	8.25E-8	5.28E-8
31	82	0	3.01E-8	1.9264E-8	31	83	0	8.52E-9	5.4528E-9
31	84	0	1.31E-9	8.384E-10	31	85	0	2.26963E-10	1.45257E-10
31	86	0	1.82E-11	1.1648E-11	31	87	0	5.40487E-13	3.45912E-13
31	88	0	5.46288E-14	3.49624E-14	32	72	0	5.93E-14	3.7952E-14
32	73	0	3.86E-12	2.4704E-12	32	73	1	9.05E-13	5.792E-13
32	74	0	7.15E-11	4.576E-11	32	75	0	9.14E-11	5.8496E-11
32	75	1	6.12E-10	3.9168E-10	32	76	0	5.45E-9	3.488E-9
32	77	0	2.58E-8	1.6512E-8	32	77	1	3.86E-9	2.4704E-9
32	78	0	1.02E-7	6.528E-8	32	79	1	1.405E-7	8.992E-8
32	79	0	1.405E-7	8.992E-8	32	80	0	5.38E-7	3.4432E-7
32	81	0	9.87E-7	6.3168E-7	32	82	0	9.23E-7	5.9072E-7
32	83	0	6.93E-7	4.4352E-7	32	84	0	2.91E-7	1.8624E-7
32	85	0	1.36E-7	8.704E-8	32	86	0	3.09E-8	1.9776E-8
32	87	0	4.99946E-9	3.19965E-9	32	88	0	5.94945E-10	3.80765E-10
32	89	0	1.59533E-11	1.02101E-11	32	90	0	2.01827E-12	1.29169E-12
32	91	0	6.57198E-13	4.20607E-13	33	74	0	3.6E-14	2.304E-14
33	74	1	8.41E-14	5.3824E-14	33	75	0	3.28E-12	2.0992E-12
33	76	0	6.92E-11	4.4288E-11	33	77	0	9.73E-10	6.2272E-10
33	78	0	8.58E-9	5.4912E-9	33	79	0	5.86E-8	3.7504E-8
33	80	0	2.7E-7	1.728E-7	33	81	0	1.15E-6	7.36E-7
33	82	0	1.28E-6	8.192E-7	33	82	1	1.28E-6	8.192E-7
33	83	0	4.66E-6	2.9824E-6	33	84	1	2.45E-6	1.568E-6
33	84	0	2.45E-6	1.568E-6	33	85	0	5.81E-6	3.7184E-6
33	86	0	3.53E-6	2.2592E-6	33	87	0	1.57E-6	1.0048E-6
33	88	0	5.08E-7	3.2512E-7	33	89	0	9.8784E-8	6.32218E-8
33	90	0	1.06145E-8	6.79327E-9	33	91	0	4.06943E-9	2.60443E-9
33	92	0	2.79112E-11	1.78631E-11	33	93	0	4.10815E-12	2.62921E-12
33	94	0	1.20275E-13	7.6976E-14	34	76	0	6.05E-14	3.872E-14
34	77	0	3.02E-13	1.9328E-13	34	77	1	2.02E-12	1.2928E-12
34	78	0	5.66E-11	3.6224E-11	34	79	0	9.06E-10	5.7984E-10
34	79	1	1.35E-10	8.64E-11	34	80	0	1.26E-8	8.064E-9
34	81	0	1.72E-8	1.1008E-8	34	81	1	1.15E-7	7.36E-8
34	82	0	7.2E-7	4.608E-7	34	83	0	2.55E-6	1.632E-6
34	83	1	5.97E-7	3.8208E-7	34	84	0	7.83E-6	5.0112E-6
34	85	0	1.085E-5	6.944E-6	34	85	1	1.085E-5	6.944E-6
34	86	0	3.236E-5	2.07104E-5	34	87	0	3.656E-5	2.33984E-5
34	88	0	3.028E-5	1.93792E-5	34	89	0	1.591E-5	1.01824E-5
34	90	0	7.41938E-6	4.7484E-6	34	91	0	2.41593E-6	1.54619E-6
34	92	0	3.03972E-7	1.94542E-7	34	93	0	3.8E-8	2.432E-8
34	94	0	1.30988E-9	8.38323E-10	34	95	0	2.09516E-11	1.3409E-11
34	96	0	8.07E-13	5.1648E-13	35	78	0	2.49E-14	1.5936E-14
35	79	0	2.99E-13	1.9136E-13	35	79	1	1.0E-12	6.4E-13
35	80	0	1.09E-11	6.976E-12	35	80	1	3.28E-11	2.0992E-11
35	81	0	1.23E-9	7.872E-10	35	82	0	1.25E-8	8.0E-9
35	82	1	5.36E-9	3.4304E-9	35	83	0	2.02E-7	1.2928E-7
35	84	0	4.53E-7	2.8992E-7	35	84	1	8.05E-7	5.152E-7
35	85	0	8.27E-6	5.2928E-6	35	86	0	1.465E-5	9.376E-6
35	86	1	1.465E-5	9.376E-6	35	87	0	7.854E-5	5.02656E-5
35	88	0	1.5323E-4	9.80672E-5	35	89	0	1.9995E-4	1.27968E-4
35	90	0	2.3999E-4	1.53594E-4	35	91	0	2.0781E-4	1.32998E-4
35	92	0	6.921E-5	4.42944E-5	35	93	0	1.5102E-5	9.66528E-6
35	94	0	2.34E-6	1.4976E-6	35	95	0	1.29734E-7	8.30298E-8
35	96	0	1.22E-8	7.808E-9	35	97	0	1.5566E-10	9.96226E-11
35	98	0	9.54856E-12	6.11108E-12	35	99	0	7.47334E-12	4.78294E-12
36	81	0	6.71E-13	4.2944E-13	36	81	1	1.0E-13	6.4E-14
36	82	0	3.17E-11	2.0288E-11	36	83	0	8.05E-10	5.152E-10
36	83	1	1.89E-10	1.2096E-10	36	84	0	1.68E-8	1.0752E-8
36	85	0	2.31E-7	1.4784E-7	36	85	1	5.42E-8	3.4688E-8
36	86	0	2.59E-6	1.6576E-6	36	87	0	1.715E-5	1.0976E-5
36	88	0	7.863E-5	5.03232E-5	36	89	0	2.4318E-4	1.55635E-4
36	90	0	6.9491E-4	4.44742E-4	36	91	0	0.00145585	9.31744E-4
36	92	0	0.0011954	7.65056E-4	36	93	0	6.8051E-4	4.35526E-4
36	94	0	2.8223E-4	1.80627E-4	36	95	0	7.70202E-5	4.92929E-5
36	96	0	1.161E-5	7.4304E-6	36	97	0	1.43984E-6	9.215E-7
