Z	A	FPS	Yield	Uncertainty	Z	A	FPS	Yield	Uncertainty
23	66	0	8.72457E-15	5.58373E-15	24	66	0	2.99929E-11	1.91954E-11
24	67	0	2.28012E-12	1.45928E-12	24	68	0	1.29007E-13	8.25644E-14
24	69	0	1.10214E-14	7.05368E-15	25	66	0	1.09006E-8	6.97637E-9
25	67	0	2.08011E-9	1.33127E-9	25	68	0	2.96016E-10	1.8945E-10
25	69	0	2.74904E-11	1.75939E-11	25	70	0	1.9001E-12	1.21606E-12
25	71	0	9.29049E-14	5.94591E-14	25	72	0	7.50313E-15	4.802E-15
26	66	0	3.8202E-7	2.44493E-7	26	67	0	1.74009E-7	1.11366E-7
26	68	0	6.08032E-8	3.89141E-8	26	69	0	1.40007E-8	8.96047E-9
26	70	0	2.43013E-9	1.55528E-9	26	71	0	3.02016E-10	1.9329E-10
26	72	0	2.57939E-11	1.65081E-11	26	73	0	1.42008E-12	9.08848E-13
26	74	0	6.25033E-14	4.00021E-14	27	66	0	1.50008E-6	9.60051E-7
27	67	0	1.54008E-6	9.85652E-7	27	68	0	1.24007E-6	7.93642E-7
27	69	0	6.76036E-7	4.32663E-7	27	70	0	2.84015E-7	1.8177E-7
27	71	0	8.65046E-8	5.53629E-8	27	72	0	1.8501E-8	1.18406E-8
27	73	0	2.56014E-9	1.63849E-9	27	74	0	2.86015E-10	1.8305E-10
27	75	0	2.12011E-11	1.35687E-11	27	76	0	1.08006E-12	6.91237E-13
27	77	0	7.72237E-14	4.94232E-14	28	66	0	7.36039E-7	4.71065E-7
28	67	0	1.66009E-6	1.06246E-6	28	68	0	2.93016E-6	1.8753E-6
28	69	0	3.56019E-6	2.27852E-6	28	70	0	3.39018E-6	2.16971E-6
28	71	0	2.41013E-6	1.54248E-6	28	72	0	1.23007E-6	7.87242E-7
28	73	0	4.15022E-7	2.65614E-7	28	74	0	1.15006E-7	7.36039E-8
28	75	0	2.13011E-8	1.36327E-8	28	76	0	2.75015E-9	1.76009E-9
28	77	0	2.44936E-10	1.56759E-10	28	78	0	1.62009E-11	1.03685E-11
28	79	0	1.05805E-12	6.77154E-13	28	80	0	2.52013E-14	1.61289E-14
29	66	0	4.26023E-8	2.72654E-8	29	67	0	2.20012E-7	1.40807E-7
