Z	A	FPS	Yield	Uncertainty	Z	A	FPS	Yield	Uncertainty
23	66	0	5.51216E-18	3.52778E-18	23	67	0	1.14105E-18	7.30273E-19
24	66	0	5.15E-13	3.296E-13	24	67	0	7.88998E-14	5.04958E-14
24	69	0	5.4936E-17	3.51591E-17	25	66	0	9.84011E-11	6.29767E-11
25	67	0	6.19007E-11	3.96165E-11	25	68	0	8.06009E-12	5.15846E-12
25	69	0	1.75997E-12	1.12638E-12	25	70	0	1.17001E-13	7.48809E-14
25	72	0	9.15126E-17	5.85681E-17	25	73	0	2.29946E-17	1.47165E-17
26	66	0	2.64003E-9	1.68962E-9	26	67	0	4.03005E-9	2.57923E-9
26	68	0	2.10002E-9	1.34402E-9	26	69	0	1.21001E-9	7.74409E-10
26	70	0	3.45004E-10	2.20803E-10	26	71	0	7.38008E-11	4.72325E-11
26	72	0	8.55001E-12	5.472E-12	26	73	0	1.59E-12	1.0176E-12
26	74	0	1.27001E-13	8.12809E-14	26	75	0	3.30865E-15	2.11753E-15
27	66	0	1.54002E-9	9.85611E-10	27	67	0	7.70009E-9	4.92806E-9
27	68	0	9.1601E-9	5.86247E-9	27	69	0	1.88002E-8	1.20321E-8
27	70	0	1.36002E-8	8.7041E-9	27	71	0	1.15001E-8	7.36008E-9
27	72	0	3.67004E-9	2.34883E-9	27	73	0	2.94003E-9	1.88162E-9
27	74	0	6.56007E-10	4.19845E-10	27	75	0	1.05998E-10	6.78387E-11
27	76	0	6.84008E-12	4.37765E-12	27	77	0	1.03982E-13	6.65483E-14
27	78	0	8.38063E-15	5.3636E-15	27	79	0	1.3204E-15	8.45053E-16
28	66	0	1.80002E-10	1.15201E-10	28	67	0	2.06002E-9	1.31841E-9
28	68	0	8.3901E-9	5.36966E-9	28	69	0	3.69004E-8	2.36163E-8
28	70	0	9.0501E-8	5.79207E-8	28	71	0	1.72002E-7	1.10081E-7
28	72	0	2.06002E-7	1.31841E-7	28	73	0	4.27005E-7	2.73283E-7
28	74	0	3.79004E-7	2.42563E-7	28	75	0	1.71002E-7	1.09441E-7
28	76	0	4.62005E-8	2.95683E-8	28	77	0	7.18998E-9	4.60159E-9
28	78	0	7.83001E-10	5.0112E-10	28	79	0	9.13008E-11	5.84325E-11
28	80	0	4.60005E-13	2.94403E-13	28	81	0	1.04566E-14	6.69221E-15
